  21 -27.24499 -19.76838 -16.06095 -14.81894 -12.63876  -6.51568  -4.09581  -3.36351  -3.03012  -0.86734   1.89288   2.56298   3.54380   4.14276   4.97252   6.18728   7.01710   7.80961   8.29954   8.74548   9.72985  10.90343  11.27355  11.86965  12.43972  13.03334  13.28649  13.63844  13.92116  14.04930  14.78356  14.82719  15.27541  15.86591  16.35430  17.65959 
  22 -27.23527 -19.76404 -16.05043 -14.80214 -12.65121  -6.52518  -4.10291  -3.35486  -3.02375  -0.85878   1.90781   2.57618   3.54973   4.15262   4.97247   6.15708   7.01497   7.78743   8.22513   8.82358   9.73284  10.91573  11.29221  11.89968  12.40901  13.03168  13.29276  13.59719  13.85542  14.34620  14.42998  15.14148  15.36945  15.78779  16.59582  17.32617 
  23 -27.21006 -19.76523 -16.02480 -14.75699 -12.69349  -6.56191  -4.11419  -3.42370  -2.94646  -0.83057   1.94977   2.61430   3.56587   4.18366   4.97313   6.05882   7.00569   7.72730   8.09463   8.94650   9.75739  10.93272  11.31919  11.98032  12.33576  12.96640  13.31531  13.57648  14.02754  14.10020  14.80436  15.14219  15.73501  15.91363  16.90788  17.09646 
  24 -27.17376 -19.76442 -15.99583 -14.68861 -12.76860  -6.63136  -4.11734  -3.64389  -2.77155  -0.76999   2.01145   2.67429   3.58966   4.23870   4.97264   5.90084   6.98200   7.63207   7.99218   9.02530   9.83114  10.91827  11.35503  12.07951  12.28139  12.81745  13.41544  13.55798  13.91207  14.35630  15.04687  15.38025  16.02450  16.29971  16.63511  17.46210 
  25 -27.12444 -19.76737 -15.96990 -14.60270 -12.84933  -6.73701  -4.14826  -3.94128  -2.53641  -0.66661   2.07533   2.75332   3.62535   4.32223   4.95458   5.72115   6.92898   7.50970   7.95672   9.07149   9.93566  10.83267  11.44799  12.05369  12.32395  12.80198  13.26384  13.53679  14.03067  14.62962  15.26341  15.78699  16.19632  16.38714  16.85870  17.51629 
  26 -27.05944 -19.76134 -15.95103 -14.49310 -12.91044  -6.87046  -4.48581  -3.97714  -2.26155  -0.51910   2.11981   2.86020   3.69513   4.43148   4.87339   5.61899   6.83904   7.37538   8.00263   9.14062   9.99732  10.72920  11.57436  11.92892  12.46658  12.85458  13.04633  13.54983  14.13573  14.87974  15.46746  15.88423  16.39819  16.75312  17.25700  17.74563 
  27 -26.98313 -19.75196 -15.95426 -14.36947 -12.93764  -7.04189  -4.96503  -3.89827  -1.96855  -0.35185   2.11811   3.00926   3.81634   4.47253   4.77807   5.65302   6.71460   7.23959   8.12111   9.25768   9.95073  10.67123  11.53795  11.99587  12.55342  12.82104  12.99861  13.48053  14.33725  14.88964  15.55974  15.98410  16.83878  17.14538  17.53376  18.03339 
  28 -26.89441 -19.73282 -15.99068 -14.23252 -12.91151  -7.26097  -5.44870  -3.79451  -1.65593  -0.19228   2.07550   3.20876   3.99077   4.27216   4.90302   5.78518   6.57886   7.12590   8.29914   9.41597   9.82698  10.64533  11.38510  12.17175  12.42450  12.89712  13.06786  13.36806  14.56036  14.95122  15.41151  16.28206  16.98739  17.39309  18.01742  18.17608 
  29 -26.79479 -19.70108 -16.06040 -14.07506 -12.82301  -7.54788  -5.88451  -3.68020  -1.33086  -0.06475   2.03235   3.43161   3.98480   4.25928   5.11982   5.95869   6.45853   7.05973   8.52049   9.52591   9.76145  10.62385  11.23876  12.14971  12.30517  12.94430  13.20403  13.42612  14.70078  15.14244  15.32713  16.27564  17.06529  17.65728  17.94109  18.80280 
  30 -26.68597 -19.66319 -16.17307 -13.90372 -12.68508  -7.92670  -6.23120  -3.57637  -0.99289  -0.00819   2.02576   3.47163   3.95752   4.53012   5.35851   6.08969   6.39887   7.07688   8.74834   9.45025   9.89964  10.62667  11.12084  11.89830  12.23557  12.90984  13.39792  13.72710  14.71247  15.29129  15.42039  16.08962  17.04479  17.58823  17.98719  18.72341 
  31 -26.57759 -19.61759 -16.33164 -13.72104 -12.50867  -8.39624  -6.48217  -3.50891  -0.67121  -0.03304   2.06434   3.24130   4.24332   4.83287   5.59032   6.02792   6.52957   7.21724   8.88697   9.44194  10.00237  10.73933  11.03698  11.60515  12.14835  12.86240  13.64766  14.07135  14.60428  15.35330  15.52636  16.03089  16.72551  17.33477  18.07986  18.18525 
  32 -26.46209 -19.55521 -16.49737 -13.51798 -12.29743  -8.90906  -6.64554  -3.48405  -0.36002  -0.08647   2.13496   3.00814   4.61575   5.13542   5.74051   5.95660   6.79742   7.47447   8.87575   9.57265  10.03904  10.92686  11.06815  11.35319  12.07977  12.84382  13.82154  14.35092  14.46898  15.23993  15.66171  16.15495  16.38029  17.01629  17.46852  18.13173 
  33 -26.34765 -19.48105 -16.67076 -13.30389 -12.07397  -9.43415  -6.75009  -3.51923  -0.20069   0.00329   2.17852   2.83886   4.99363   5.37889   5.66244   6.18833   7.14810   7.79425   8.83046   9.57331  10.20486  10.91939  11.17720  11.44662  12.03310  12.85557  13.76806  14.11076  14.73358  15.25266  15.65475  16.05743  16.41171  16.75648  16.90924  17.62534 
  34 -26.23366 -19.40206 -16.83599 -13.08326 -11.85372  -9.93777  -6.81005  -3.62066  -0.23151   0.29344   2.14591   2.77430   5.12189   5.60156   5.76321   6.55364   7.55450   8.11122   8.84289   9.43718  10.42077  10.99528  11.16077  11.86072  12.01776  12.89242  13.44037  13.90269  14.90968  15.23284  15.67809  15.96567  16.09799  16.53061  16.79729  17.17749 
  35 -26.12646 -19.31939 -16.99367 -12.87251 -11.65135 -10.39049  -6.84326  -3.79152  -0.25494   0.57581   2.05912   2.78425   4.95035   5.82878   6.13171   6.99930   7.95465   8.35160   8.92175   9.38843  10.48490  11.16226  11.36637  11.95151  12.32130  12.93153  13.10911  13.76268  14.60010  15.35420  15.44439  15.67980  16.04675  16.28605  16.50082  16.81331 
  36 -26.02913 -19.23819 -17.12937 -12.68253 -11.51662 -10.74188  -6.84734  -4.00119  -0.26614   0.84967   1.97050   2.83234   4.74323   5.95058   6.64354   7.48904   8.13293   8.60080   9.03193   9.64412  10.46646  11.28021  11.75762  11.92825  12.49421  12.99039  13.16083  13.64733  14.18227  14.88825  15.00241  15.50775  15.79180  15.94805  16.35376  16.56569 
  37 -25.94437 -19.16430 -17.23850 -12.53204 -11.53066 -10.89190  -6.83050  -4.23104  -0.27973   1.08698   1.89969   2.89042   4.54173   6.02709   7.19325   7.86263   8.17344   8.81420   9.41188  10.03209  10.46202  11.43027  11.74329  12.23975  12.52341  13.01061  13.35678  13.69993  13.85118  14.33073  14.56576  14.75506  15.35413  15.65326  16.13528  16.30451 
  38 -25.87264 -19.09916 -17.31950 -12.45182 -11.64523 -10.85574  -6.80002  -4.44904  -0.29168   1.29431   1.85668   2.96781   4.37144   6.06915   7.64812   7.89337   8.50073   9.09284   9.96603  10.17992  10.74631  11.58622  11.72119  12.17009  12.70079  13.05430  13.28200  13.48514  13.77751  14.00598  14.19539  14.42273  14.77883  15.31675  15.53915  15.84298 
  39 -25.81776 -19.05182 -17.37341 -12.45678 -11.71222 -10.77595  -6.76348  -4.63376  -0.30616   1.44760   1.83567   3.04785   4.23552   6.08359   7.58424   8.31161   8.75178   9.59840  10.13502  10.59700  11.15697  11.60357  11.77377  11.97875  12.67273  12.81836  13.05680  13.31432  13.53356  13.83868  14.02046  14.25276  14.70596  14.95094  15.27418  15.44145 
  40 -25.78455 -19.02337 -17.40447 -12.50180 -11.72290 -10.71799  -6.73429  -4.76077  -0.31887   1.54022   1.83130   3.11026   4.13901   6.08051   7.49792   8.47725   9.21291   9.92235  10.38896  10.87362  11.34185  11.48956  11.88210  12.11304  12.32229  12.67685  12.82136  12.97957  13.33008  13.65503  14.01863  14.19221  14.36037  15.03037  15.20045  15.75724 
  41 -25.77848 -19.01528 -17.41452 -12.52654 -11.72345 -10.69787  -6.72350  -4.80601  -0.32830   1.56551   1.82238   3.13172   4.10493   6.07609   7.46824   8.49343   9.65893   9.77797  10.55789  11.12848  11.19022  11.39966  11.95297  12.19450  12.35869  12.48406  12.78218  12.96170  13.19406  13.35381  13.81351  14.29202  14.53732  14.86640  15.42700  15.63272 
  42 -25.77630 -19.01840 -17.41109 -12.52107 -11.72373 -10.69765  -6.72489  -4.80167  -0.32902   1.55611   1.83805   3.12025   4.12833   6.07923   7.45291   8.51302   9.64768   9.76269  10.56300  11.03172  11.25486  11.42413  11.92946  12.06667  12.32946  12.59315  12.76162  12.97785  13.18494  13.41583  13.81825  14.24912  14.54056  14.98699  15.41221  15.63741 
  43 -25.78065 -19.02885 -17.40273 -12.51326 -11.73119 -10.69429  -6.73115  -4.79036  -0.33857   1.52585   1.85524   3.08265   4.18930   6.08627   7.41034   8.56658   9.61105   9.71972  10.57759  10.90753  11.28356  11.49498  11.75823  11.93237  12.40073  12.52098  12.75588  13.08311  13.17975  13.53419  13.84062  14.17998  14.60591  15.22018  15.37611  15.64963 
  44 -25.78421 -19.04674 -17.38769 -12.49814 -11.73901 -10.68756  -6.73934  -4.76927  -0.35093   1.48440   1.88746   3.03149   4.28019   6.09801   7.35455   8.63862   9.53938   9.66702  10.59482  10.79717  11.27157  11.43994  11.63208  11.87729  12.33606  12.50867  12.73408  13.06266  13.30410  13.62954  13.96593  14.15666  14.70709  15.32530  15.47220  15.68036 
  45 -25.79515 -19.07072 -17.36687 -12.48262 -11.75241 -10.67901  -6.74886  -4.73969  -0.37330   1.42562   1.91166   2.97078   4.38607   6.11202   7.29729   8.70920   9.42661   9.62613  10.58871  10.72311  11.11779  11.30670  11.69922  11.80537  12.18408  12.53831  12.73906  12.97835  13.41479  13.74114  14.12988  14.24624  14.76919  15.31778  15.62371  15.76006 
  46 -25.80506 -19.10133 -17.33926 -12.46613 -11.76403 -10.66510  -6.76035  -4.70348  -0.40086   1.36164   1.94339   2.90885   4.50668   6.12798   7.24823   8.75069   9.29626   9.60239  10.53144  10.66802  10.88177  11.28990  11.62640  11.79239  12.11737  12.45528  12.75503  12.95755  13.49337  13.88709  14.17672  14.52355  14.75429  15.36346  15.66594  15.83934 
  47 -25.82117 -19.13638 -17.30755 -12.45759 -11.77679 -10.64498  -6.77819  -4.66247  -0.43944   1.29262   1.97539   2.84822   4.63019   6.14265   7.21274   8.72008   9.18925   9.59611  10.41206  10.51726  10.79201  11.28067  11.44652  11.80067  12.11760  12.35241  12.70075  13.04949  13.54859  14.02229  14.23952  14.62233  14.90096  15.43547  15.59647  15.97519 
  48 -25.83758 -19.17474 -17.26997 -12.45539 -11.78219 -10.61613  -6.79645  -4.61294  -0.48713   1.22614   2.00403   2.79727   4.75920   6.15638   7.19746   8.59642   9.13346   9.60757  10.15787  10.43406  10.74292  11.22942  11.31239  11.76351  12.09739  12.32805  12.66223  13.16199  13.57287  14.13081  14.30423  14.59145  15.18419  15.47668  15.54947  16.04880 
  49 -25.85643 -19.21650 -17.22465 -12.46569 -11.78287 -10.57599  -6.81544  -4.55804  -0.54428   1.16726   2.02574   2.75758   4.88252   6.16885   7.20404   8.40850   9.10416   9.62871   9.87712  10.37983  10.64022  11.10486  11.27252  11.69283  12.07910  12.34779  12.68392  13.25533  13.56823  14.18834  14.35430  14.64145  15.21422  15.51760  15.75093  16.03923 
  50 -25.87925 -19.26370 -17.17376 -12.49042 -11.78362 -10.52638  -6.83551  -4.49825  -0.61744   1.11337   2.03105   2.73332   4.99269   6.17888   7.23224   8.19148   9.07637   9.59376   9.65145  10.32477  10.49272  10.99618  11.20404  11.65057  12.08773  12.35611  12.77127  13.28642  13.57396  14.18702  14.44837  14.71150  15.07374  15.61985  15.97893  16.17157 
  51 -25.90420 -19.31370 -17.11803 -12.53047 -11.78225 -10.46261  -6.85603  -4.43535  -0.69876   1.06743   2.02120   2.72753   5.09720   6.18805   7.27960   7.96218   9.03745   9.33357   9.64446  10.21509  10.38686  10.86224  11.12464  11.66095  12.08739  12.38505  12.88125  13.23909  13.62587  14.18771  14.53421  14.71661  15.01022  15.65681  16.15005  16.49978 
  52 -25.92845 -19.36446 -17.05694 -12.58030 -11.78517 -10.38126  -6.87308  -4.36508  -0.78835   1.03125   1.99772   2.74164   5.19423   6.20059   7.34202   7.73019   8.94694   9.12899   9.59944  10.06178  10.34251  10.69149  11.06943  11.69927  12.05670  12.45895  12.92932  13.22768  13.69321  14.20597  14.47127  14.77323  15.05938  15.65716  16.37398  16.84388 
  53 -25.95563 -19.41736 -16.98853 -12.63798 -11.79450 -10.28394  -6.88663  -4.28941  -0.88775   1.00346   1.96251   2.77289   5.27899   6.21367   7.39957   7.51439   8.74209   9.04788   9.49111   9.94340  10.28814  10.52810  11.03170  11.74319  12.00525  12.55617  12.86949  13.34044  13.75065  14.18109  14.38904  14.89183  15.14836  15.65601  16.62664  17.11338 
  54 -25.98740 -19.46926 -16.91816 -12.70718 -11.81161 -10.17193  -6.89949  -4.21247  -0.99452   0.98267   1.91913   2.81557   5.35689   6.23181   7.24891   7.51061   8.50978   9.00641   9.32725   9.87026  10.16180  10.43365  11.00285  11.77423  11.94423  12.59938  12.84978  13.49840  13.78593  14.05211  14.43928  15.00591  15.25305  15.67277  16.86202  17.18970 
  55 -26.02042 -19.52189 -16.84218 -12.78448 -11.84033 -10.04430  -6.91049  -4.13543  -1.10511   0.96194   1.87449   2.86444   5.42239   6.24751   7.02778   7.56900   8.29592   8.95665   9.15260   9.80971   9.99756  10.39013  10.97927  11.77395  11.88209  12.54976  12.95270  13.63682  13.79762  13.95748  14.53977  15.10209  15.36490  15.72183  16.93913  17.25409 
  56 -26.05365 -19.57204 -16.76081 -12.86173 -11.87760  -9.90048  -6.91258  -4.05394  -1.21764   0.94411   1.83469   2.91952   5.47784   6.25938   6.81679   7.58110   8.13442   8.84402   9.03951   9.70378   9.88608  10.35607  10.96079  11.72381  11.82736  12.49952  13.09034  13.61379  13.88805  13.97948  14.65516  15.17923  15.47282  15.80995  16.85334  17.40757 
  57 -26.08747 -19.62211 -16.67604 -12.94556 -11.92690  -9.74563  -6.91030  -3.97517  -1.33478   0.91995   1.80407   2.97598   5.52313   6.24893   6.63422   7.49808   8.05909   8.67346   8.99141   9.54971   9.84414  10.31501  10.94612  11.62414  11.78047  12.46754  13.19724  13.56994  13.94279  14.13591  14.76811  15.24750  15.56655  15.92948  16.75744  17.49689 
  58 -26.12303 -19.67068 -16.58488 -13.03257 -11.98375  -9.58234  -6.90314  -3.89751  -1.44998   0.89424   1.78420   3.03693   5.55434   6.17864   6.51945   7.33590   8.03064   8.51463   8.94998   9.41213   9.82656  10.26755  10.93574  11.49690  11.74115  12.43011  13.23279  13.63630  13.97879  14.33405  14.86470  15.32322  15.63615  16.06398  16.69919  17.50615 
  59 -26.16000 -19.71993 -16.48998 -13.12063 -12.05378  -9.41105  -6.88685  -3.82050  -1.56691   0.85987   1.77516   3.09933   5.56616   6.03835   6.48441   7.14310   7.96342   8.40702   8.89199   9.32682   9.81862  10.21097  10.92909  11.35813  11.70705  12.36158  13.25158  13.77300  14.01782  14.53758  14.93531  15.41262  15.67782  16.19369  16.70339  17.44685
